Time,f_elec,f_flex,f_frac,f_grad,crack_length,,,
3506,-5907.3,-847.89,1927.5,8.0205,100,,,
3507,-5907.3,-847.89,1927.5,8.021,100,,,
3508,-5907.3,-848.26,1927.5,8.0216,100,,,
3509,-5907.3,-848.26,1927.5,8.0222,100,,,
3510,-5907.3,-848.63,1927.5,8.0228,100,,,
3511,-5907.3,-848.64,1927.5,8.0234,100,,,
3512,-5907.3,-849,1927.5,8.0239,100,,,
3513,-5907.3,-849.01,1927.5,8.0245,100,,,
3514,-5907.3,-849.38,1927.5,8.0251,100,,,
3515,-5907.3,-849.38,1927.5,8.0257,100,,,
3516,-5907.3,-849.75,1927.5,8.0263,100,,,
3517,-5907.3,-849.75,1927.5,8.0269,100,,,
3518,-5907.4,-850.12,1927.5,8.0275,100,,,
3519,-5907.4,-850.12,1927.5,8.0281,100,,,
3520,-5907.4,-850.49,1927.5,8.0287,100,,,
3521,-5907.4,-850.5,1927.5,8.0293,100,,,
3522,-5907.4,-850.86,1927.5,8.0299,100,,,
3523,-5907.4,-850.87,1927.5,8.0305,100,,,
3524,-5907.4,-851.24,1927.5,8.0311,100,,,
3525,-5907.4,-851.24,1927.5,8.0317,100,,,
3526,-5907.4,-851.61,1927.5,8.0323,100,,,
3527,-5907.4,-851.61,1927.5,8.0329,100,,,
3528,-5907.4,-851.98,1927.5,8.0335,100,,,
3529,-5907.4,-851.98,1927.5,8.0341,100,,,
3530,-5907.4,-852.35,1927.6,8.0347,100,,,
3531,-5907.4,-852.36,1927.6,8.0354,100,,,
3532,-5907.4,-852.72,1927.6,8.036,100,,,
3533,-5907.5,-852.73,1927.6,8.0366,100,,,
3534,-5907.5,-853.1,1927.6,8.0372,100,,,
3535,-5907.5,-853.1,1927.6,8.0378,100,,,
3536,-5907.5,-853.47,1927.6,8.0385,100,,,
3537,-5907.5,-853.47,1927.6,8.0391,100,,,
3538,-5907.5,-853.84,1927.6,8.0397,100,,,
3539,-5907.5,-853.85,1927.6,8.0403,100,,,
3540,-5907.5,-854.21,1927.6,8.041,100,,,
3541,-5907.5,-854.22,1927.6,8.0416,100,,,
3542,-5907.5,-854.59,1927.6,8.0422,100,,,
3543,-5907.5,-854.59,1927.6,8.0429,100,,,
3544,-5907.5,-854.96,1927.6,8.0435,100,,,
3545,-5907.5,-854.96,1927.6,8.0441,100,,,
3546,-5907.5,-855.33,1927.6,8.0448,100,,,
3547,-5907.5,-855.33,1927.6,8.0454,100,,,
3548,-5907.5,-855.7,1927.6,8.046,100,,,
3549,-5907.5,-855.71,1927.6,8.0467,100,,,
3550,-5907.6,-856.08,1927.6,8.0473,100,,,
3551,-5907.6,-856.08,1927.6,8.048,100,,,
3552,-5907.6,-856.45,1927.6,8.0486,100,,,
3553,-5907.6,-856.45,1927.6,8.0493,100,,,
3554,-5907.6,-856.82,1927.6,8.0499,100,,,
3555,-5907.6,-856.82,1927.6,8.0505,100,,,
3556,-5907.6,-857.19,1927.6,8.0512,100,,,
3557,-5907.6,-857.2,1927.6,8.0518,100,,,
3558,-5907.6,-857.57,1927.6,8.0525,100,,,
3559,-5907.6,-857.57,1927.6,8.0532,100,,,
3560,-5907.6,-857.94,1927.6,8.0538,100,,,
3561,-5907.6,-857.94,1927.6,8.0545,100,,,
3562,-5907.6,-858.31,1927.6,8.0551,100,,,
3563,-5907.6,-858.31,1927.6,8.0558,100,,,
3564,-5907.6,-858.68,1927.6,8.0564,100,,,
3565,-5907.6,-858.69,1927.6,8.0571,100,,,
3566,-5907.7,-859.06,1927.6,8.0578,100,,,
3567,-5907.7,-859.06,1927.6,8.0584,100,,,
3568,-5907.7,-859.43,1927.6,8.0591,100,,,
3569,-5907.7,-859.43,1927.6,8.0598,100,,,
3570,-5907.7,-859.8,1927.6,8.0604,100,,,
3571,-5907.7,-859.8,1927.6,8.0611,100,,,
3572,-5907.7,-860.17,1927.6,8.0618,100,,,
3573,-5907.7,-860.18,1927.6,8.0624,100,,,
3574,-5907.7,-860.55,1927.6,8.0631,100,,,
3575,-5907.7,-860.55,1927.6,8.0638,100,,,
3576,-5907.7,-860.92,1927.6,8.0645,100,,,
3577,-5907.7,-860.92,1927.6,8.0651,100,,,
3578,-5907.7,-861.29,1927.6,8.0658,100,,,
3579,-5907.7,-861.3,1927.6,8.0665,100,,,
3580,-5907.7,-861.66,1927.6,8.0672,100,,,
3581,-5907.7,-861.67,1927.6,8.0678,100,,,
3582,-5907.7,-862.04,1927.6,8.0685,100,,,
3583,-5907.7,-862.04,1927.6,8.0692,100,,,
3584,-5907.8,-862.41,1927.6,8.0699,100,,,
3585,-5907.8,-862.41,1927.6,8.0706,100,,,
3586,-5907.8,-862.78,1927.6,8.0713,100,,,
3587,-5907.8,-862.79,1927.6,8.0719,100,,,
3588,-5907.8,-863.15,1927.6,8.0726,100,,,
3589,-5907.8,-863.16,1927.6,8.0733,100,,,
3590,-5907.8,-863.53,1927.6,8.074,100,,,
3591,-5907.8,-863.53,1927.6,8.0747,100,,,
3592,-5907.8,-863.9,1927.6,8.0754,100,,,
3593,-5907.8,-863.9,1927.6,8.0761,100,,,
3594,-5907.8,-864.27,1927.6,8.0768,100,,,
3595,-5907.8,-864.28,1927.6,8.0775,100,,,
3596,-5907.8,-864.65,1927.6,8.0782,100,,,
3597,-5907.8,-864.65,1927.6,8.0788,100,,,
3598,-5907.8,-865.02,1927.6,8.0795,100,,,
3599,-5907.8,-865.02,1927.6,8.0802,100,,,
3600,-5907.8,-865.39,1927.6,8.0809,100,,,
3601,-5907.8,-865.4,1927.6,8.0816,100,,,
3602,-5907.9,-865.76,1927.6,8.0823,100,,,
3603,-5907.9,-865.77,1927.6,8.083,100,,,
3604,-5907.9,-866.14,1927.6,8.0837,100,,,
3605,-5907.9,-866.14,1927.6,8.0844,100,,,
3606,-5907.9,-866.51,1927.6,8.0851,100,,,
3607,-5907.9,-866.51,1927.6,8.0858,100,,,
3608,-5907.9,-866.88,1927.6,8.0865,100,,,
3609,-5907.9,-866.89,1927.6,8.0872,100,,,
3610,-5907.9,-867.26,1927.6,8.0879,100,,,
3611,-5907.9,-867.26,1927.6,8.0886,100,,,
3612,-5907.9,-867.63,1927.6,8.0894,100,,,
3613,-5907.9,-867.63,1927.6,8.0901,100,,,
3614,-5907.9,-868,1927.6,8.0908,100,,,
3615,-5907.9,-868.01,1927.6,8.0915,100,,,
3616,-5907.9,-868.37,1927.6,8.0922,100,,,
3617,-5907.9,-868.38,1927.6,8.0929,100,,,
3618,-5907.9,-868.75,1927.6,8.0936,100,,,
3619,-5907.9,-868.75,1927.6,8.0943,100,,,
3620,-5907.9,-869.12,1927.6,8.095,100,,,
3621,-5907.9,-869.12,1927.6,8.0957,100,,,
3622,-5908,-869.49,1927.6,8.0964,100,,,
3623,-5908,-869.5,1927.6,8.0971,100,,,
3624,-5908,-869.87,1927.6,8.0979,100,,,
3625,-5908,-869.87,1927.6,8.0986,100,,,
3626,-5908,-870.24,1927.6,8.0993,100,,,
3627,-5908,-870.24,1927.6,8.1,100,,,
3628,-5908,-870.61,1927.6,8.1007,100,,,
3629,-5908,-870.62,1927.6,8.1014,100,,,
3630,-5908,-870.99,1927.6,8.1021,100,,,
3631,-5908,-870.99,1927.6,8.1029,100,,,
3632,-5908,-871.36,1927.6,8.1036,100,,,
3633,-5908,-871.36,1927.6,8.1043,100,,,
3634,-5908,-871.73,1927.6,8.105,100,,,
3635,-5908,-871.74,1927.6,8.1057,100,,,
3636,-5908,-872.11,1927.6,8.1064,100,,,
3637,-5908,-872.11,1927.6,8.1072,100,,,
3638,-5908,-872.48,1927.6,8.1079,100,,,
3639,-5908,-872.48,1927.6,8.1086,100,,,
3640,-5908,-872.85,1927.6,8.1093,100,,,
3641,-5908,-872.85,1927.6,8.11,100,,,
3642,-5908.1,-873.22,1927.6,8.1107,100,,,
3643,-5908.1,-873.22,1927.6,8.1115,100,,,
3644,-5908.1,-873.59,1927.6,8.1122,100,,,
3645,-5908.1,-873.59,1927.6,8.1129,100,,,
3646,-5908.1,-873.96,1927.6,8.1136,100,,,
3647,-5908.1,-873.96,1927.6,8.1143,100,,,
3648,-5908.1,-874.33,1927.6,8.115,100,,,
3649,-5908.1,-874.33,1927.6,8.1158,100,,,
3650,-5908.1,-874.7,1927.6,8.1165,100,,,
3651,-5908.1,-874.7,1927.6,8.1172,100,,,
3652,-5908.1,-875.06,1927.6,8.1179,100,,,
3653,-5908.1,-875.07,1927.6,8.1187,100,,,
3654,-5908.1,-875.43,1927.6,8.1194,100,,,
3655,-5908.1,-875.43,1927.6,8.1201,100,,,
3656,-5908.1,-875.8,1927.6,8.1208,100,,,
3657,-5908.1,-875.8,1927.6,8.1215,100,,,
3658,-5908.1,-876.17,1927.6,8.1223,100,,,
3659,-5908.1,-876.17,1927.6,8.123,100,,,
3660,-5908.1,-876.53,1927.6,8.1237,100,,,
3661,-5908.1,-876.53,1927.6,8.1244,100,,,
3662,-5908.2,-876.9,1927.6,8.1251,100,,,
3663,-5908.2,-876.9,1927.6,8.1259,100,,,
3664,-5908.2,-877.26,1927.6,8.1266,100,,,
3665,-5908.2,-877.26,1927.6,8.1273,100,,,
3666,-5908.2,-877.63,1927.6,8.128,100,,,
3667,-5908.2,-877.63,1927.6,8.1287,100,,,
3668,-5908.2,-877.99,1927.6,8.1295,100,,,
3669,-5908.2,-877.99,1927.6,8.1302,100,,,
3670,-5908.2,-878.35,1927.6,8.1309,100,,,
3671,-5908.2,-878.36,1927.6,8.1316,100,,,
3672,-5908.2,-878.72,1927.6,8.1323,100,,,
3673,-5908.2,-878.72,1927.6,8.1331,100,,,
3674,-5908.2,-879.08,1927.6,8.1338,100,,,
3675,-5908.2,-879.08,1927.6,8.1345,100,,,
3676,-5908.2,-879.44,1927.6,8.1352,100,,,
3677,-5908.2,-879.44,1927.6,8.136,100,,,
3678,-5908.2,-879.8,1927.6,8.1367,100,,,
3679,-5908.2,-879.81,1927.6,8.1374,100,,,
3680,-5908.2,-880.17,1927.6,8.1381,100,,,
3681,-5908.2,-880.17,1927.6,8.1388,100,,,
3682,-5908.2,-880.53,1927.6,8.1396,100,,,
3683,-5908.2,-880.53,1927.6,8.1403,100,,,
3684,-5908.3,-880.89,1927.6,8.141,100,,,
3685,-5908.3,-880.89,1927.6,8.1417,100,,,
3686,-5908.3,-881.25,1927.6,8.1424,100,,,
3687,-5908.3,-881.25,1927.6,8.1432,100,,,
3688,-5908.3,-881.61,1927.6,8.1439,100,,,
3689,-5908.3,-881.61,1927.6,8.1446,100,,,
3690,-5908.3,-881.97,1927.7,8.1453,100,,,
3691,-5908.3,-881.97,1927.7,8.146,100,,,
3692,-5908.3,-882.33,1927.7,8.1468,100,,,
3693,-5908.3,-882.33,1927.7,8.1475,100,,,
3694,-5908.3,-882.69,1927.7,8.1482,100,,,
3695,-5908.3,-882.69,1927.7,8.1489,100,,,
3696,-5908.3,-883.05,1927.7,8.1496,100,,,
3697,-5908.3,-883.05,1927.7,8.1504,100,,,
3698,-5908.3,-883.41,1927.7,8.1511,100,,,
3699,-5908.3,-883.41,1927.7,8.1518,100,,,
3700,-5908.3,-883.77,1927.7,8.1525,100,,,
3701,-5908.3,-883.77,1927.7,8.1532,100,,,
3702,-5908.3,-884.13,1927.7,8.1539,100,,,
3703,-5908.3,-884.13,1927.7,8.1547,100,,,
3704,-5908.3,-884.49,1927.7,8.1554,100,,,
3705,-5908.3,-884.49,1927.7,8.1561,100,,,
3706,-5908.3,-884.85,1927.7,8.1568,100,,,
3707,-5908.3,-884.85,1927.7,8.1575,100,,,
3708,-5908.4,-885.21,1927.7,8.1582,100,,,
3709,-5908.4,-885.21,1927.7,8.159,100,,,
3710,-5908.4,-885.57,1927.7,8.1597,100,,,
3711,-5908.4,-885.57,1927.7,8.1604,100,,,
3712,-5908.4,-885.93,1927.7,8.1611,100,,,
3713,-5908.4,-885.93,1927.7,8.1618,100,,,
3714,-5908.4,-886.29,1927.7,8.1625,100,,,
3715,-5908.4,-886.29,1927.7,8.1633,100,,,
3716,-5908.4,-886.65,1927.7,8.164,100,,,
3717,-5908.4,-886.65,1927.7,8.1647,100,,,
3718,-5908.4,-887.01,1927.7,8.1654,100,,,
3719,-5908.4,-887.01,1927.7,8.1661,100,,,
3720,-5908.4,-887.37,1927.7,8.1668,100,,,
3721,-5908.4,-887.37,1927.7,8.1675,100,,,
3722,-5908.4,-887.73,1927.7,8.1683,100,,,
3723,-5908.4,-887.73,1927.7,8.169,100,,,
3724,-5908.4,-888.09,1927.7,8.1697,100,,,
3725,-5908.4,-888.09,1927.7,8.1704,100,,,
3726,-5908.4,-888.45,1927.7,8.1711,100,,,
3727,-5908.4,-888.45,1927.7,8.1718,100,,,
3728,-5908.4,-888.81,1927.7,8.1725,100,,,
3729,-5908.4,-888.81,1927.7,8.1733,100,,,
3730,-5908.4,-889.17,1927.7,8.174,100,,,
3731,-5908.4,-889.17,1927.7,8.1747,100,,,
3732,-5908.5,-889.53,1927.7,8.1754,100,,,
3733,-5908.5,-889.53,1927.7,8.1761,100,,,
3734,-5908.5,-889.89,1927.7,8.1768,100,,,
3735,-5908.5,-889.89,1927.7,8.1775,100,,,
3736,-5908.5,-890.25,1927.7,8.1782,100,,,
3737,-5908.5,-890.25,1927.7,8.1789,100,,,
3738,-5908.5,-890.61,1927.7,8.1797,100,,,
3739,-5908.5,-890.61,1927.7,8.1804,100,,,
3740,-5908.5,-890.97,1927.7,8.1811,100,,,
3741,-5908.5,-890.97,1927.7,8.1818,100,,,
3742,-5908.5,-891.33,1927.7,8.1825,100,,,
3743,-5908.5,-891.33,1927.7,8.1832,100,,,
3744,-5908.5,-891.69,1927.7,8.1839,100,,,
3745,-5908.5,-891.69,1927.7,8.1846,100,,,
3746,-5908.5,-892.05,1927.7,8.1853,100,,,
3747,-5908.5,-892.05,1927.7,8.186,100,,,
3748,-5908.5,-892.41,1927.7,8.1867,100,,,
3749,-5908.5,-892.41,1927.7,8.1875,100,,,
3750,-5908.5,-892.77,1927.7,8.1882,100,,,
3751,-5908.5,-892.77,1927.7,8.1889,100,,,
3752,-5908.5,-893.13,1927.7,8.1896,100,,,
3753,-5908.5,-893.14,1927.7,8.1903,100,,,
3754,-5908.5,-893.49,1927.7,8.191,100,,,
3755,-5908.5,-893.5,1927.7,8.1917,100,,,
3756,-5908.5,-893.85,1927.7,8.1924,100,,,
3757,-5908.5,-893.86,1927.7,8.1931,100,,,
3758,-5908.6,-894.21,1927.7,8.1938,100,,,
3759,-5908.6,-894.22,1927.7,8.1945,100,,,
3760,-5908.6,-894.57,1927.7,8.1952,100,,,
3761,-5908.6,-894.58,1927.7,8.1959,100,,,
3762,-5908.6,-894.94,1927.7,8.1967,100,,,
3763,-5908.6,-894.94,1927.7,8.1974,100,,,
3764,-5908.6,-895.3,1927.7,8.1981,100,,,
3765,-5908.6,-895.3,1927.7,8.1988,100,,,
3766,-5908.6,-895.66,1927.7,8.1995,100,,,
3767,-5908.6,-895.66,1927.7,8.2002,100,,,
3768,-5908.6,-896.02,1927.7,8.2009,100,,,
3769,-5908.6,-896.02,1927.7,8.2016,100,,,
3770,-5908.6,-896.38,1927.7,8.2023,100,,,
3771,-5908.6,-896.38,1927.7,8.203,100,,,
3772,-5908.6,-896.74,1927.7,8.2037,100,,,
3773,-5908.6,-896.74,1927.7,8.2044,100,,,
3774,-5908.6,-897.1,1927.7,8.2051,100,,,
3775,-5908.6,-897.1,1927.7,8.2058,100,,,
3776,-5908.6,-897.46,1927.7,8.2065,100,,,
3777,-5908.6,-897.46,1927.7,8.2072,100,,,
3778,-5908.6,-897.82,1927.7,8.208,100,,,
3779,-5908.6,-897.82,1927.7,8.2087,100,,,
3780,-5908.6,-898.18,1927.7,8.2094,100,,,
3781,-5908.6,-898.18,1927.7,8.2101,100,,,
3782,-5908.6,-898.54,1927.7,8.2108,100,,,
3783,-5908.6,-898.54,1927.7,8.2115,100,,,
3784,-5908.7,-898.9,1927.7,8.2122,100,,,
3785,-5908.7,-898.9,1927.7,8.2129,100,,,
3786,-5908.7,-899.26,1927.7,8.2136,100,,,
3787,-5908.7,-899.26,1927.7,8.2143,100,,,
3788,-5908.7,-899.62,1927.7,8.215,100,,,
3789,-5908.7,-899.62,1927.7,8.2157,100,,,
3790,-5908.7,-899.98,1927.7,8.2164,100,,,
3791,-5908.7,-899.98,1927.7,8.2171,100,,,
3792,-5908.7,-900.34,1927.7,8.2178,100,,,
3793,-5908.7,-900.34,1927.7,8.2185,100,,,
3794,-5908.7,-900.7,1927.7,8.2192,100,,,
3795,-5908.7,-900.7,1927.7,8.22,100,,,
3796,-5908.7,-901.06,1927.7,8.2207,100,,,
3797,-5908.7,-901.06,1927.7,8.2214,100,,,
3798,-5908.7,-901.42,1927.7,8.2221,100,,,
3799,-5908.7,-901.42,1927.7,8.2228,100,,,
3800,-5908.7,-901.78,1927.7,8.2235,100,,,
3801,-5908.7,-901.78,1927.7,8.2242,100,,,
3802,-5908.7,-902.14,1927.7,8.2249,100,,,
3803,-5908.7,-902.14,1927.7,8.2256,100,,,
3804,-5908.7,-902.5,1927.7,8.2263,100,,,
3805,-5908.7,-902.5,1927.7,8.227,100,,,
3806,-5908.7,-902.86,1927.7,8.2277,100,,,
3807,-5908.7,-902.86,1927.7,8.2284,100,,,
3808,-5908.7,-903.22,1927.7,8.2292,100,,,
3809,-5908.7,-903.22,1927.7,8.2299,100,,,
3810,-5908.7,-903.58,1927.7,8.2306,100,,,
3811,-5908.7,-903.58,1927.7,8.2313,100,,,
3812,-5908.7,-903.94,1927.7,8.232,100,,,
3813,-5908.7,-903.94,1927.7,8.2327,100,,,
3814,-5908.8,-904.3,1927.7,8.2334,100,,,
3815,-5908.8,-904.3,1927.7,8.2341,100,,,
3816,-5908.8,-904.66,1927.7,8.2348,100,,,
3817,-5908.8,-904.66,1927.7,8.2355,100,,,
3818,-5908.8,-905.02,1927.7,8.2362,100,,,
3819,-5908.8,-905.02,1927.7,8.237,100,,,
3820,-5908.8,-905.38,1927.7,8.2377,100,,,
3821,-5908.8,-905.38,1927.7,8.2384,100,,,
3822,-5908.8,-905.74,1927.7,8.2391,100,,,
3823,-5908.8,-905.74,1927.7,8.2398,100,,,
3824,-5908.8,-906.1,1927.7,8.2405,100,,,
3825,-5908.8,-906.1,1927.7,8.2412,100,,,
3826,-5908.8,-906.46,1927.7,8.2419,100,,,
3827,-5908.8,-906.46,1927.7,8.2427,100,,,
3828,-5908.8,-906.82,1927.7,8.2434,100,,,
3829,-5908.8,-906.82,1927.7,8.2441,100,,,
3830,-5908.8,-907.18,1927.7,8.2448,100,,,
3831,-5908.8,-907.18,1927.7,8.2455,100,,,
3832,-5908.8,-907.54,1927.7,8.2462,100,,,
3833,-5908.8,-907.54,1927.7,8.2469,100,,,
3834,-5908.8,-907.9,1927.7,8.2477,100,,,
3835,-5908.8,-907.9,1927.7,8.2484,100,,,
3836,-5908.8,-908.26,1927.7,8.2491,100,,,
3837,-5908.8,-908.26,1927.7,8.2498,100,,,
3838,-5908.8,-908.62,1927.7,8.2505,100,,,
3839,-5908.8,-908.62,1927.7,8.2513,100,,,
3840,-5908.8,-908.98,1927.7,8.252,100,,,
3841,-5908.8,-908.99,1927.7,8.2527,100,,,
3842,-5908.8,-909.34,1927.7,8.2534,100,,,
3843,-5908.8,-909.35,1927.7,8.2541,100,,,
3844,-5908.8,-909.7,1927.7,8.2548,100,,,
3845,-5908.9,-909.71,1927.7,8.2556,100,,,
3846,-5908.9,-910.06,1927.7,8.2563,100,,,
3847,-5908.9,-910.07,1927.7,8.257,100,,,
3848,-5908.9,-910.43,1927.7,8.2577,100,,,
3849,-5908.9,-910.43,1927.7,8.2585,100,,,
3850,-5908.9,-910.79,1927.7,8.2592,100,,,
3851,-5908.9,-910.79,1927.7,8.2599,100,,,
3852,-5908.9,-911.15,1927.7,8.2606,100,,,
3853,-5908.9,-911.15,1927.7,8.2613,100,,,
3854,-5908.9,-911.51,1927.7,8.2621,100,,,
3855,-5908.9,-911.51,1927.7,8.2628,100,,,
3856,-5908.9,-911.87,1927.8,8.2635,100,,,
3857,-5908.9,-911.87,1927.8,8.2642,100,,,
3858,-5908.9,-912.23,1927.8,8.265,100,,,
3859,-5908.9,-912.23,1927.8,8.2657,100,,,
3860,-5908.9,-912.59,1927.8,8.2664,100,,,
3861,-5908.9,-912.59,1927.8,8.2672,100,,,
3862,-5908.9,-912.95,1927.8,8.2679,100,,,
3863,-5908.9,-912.95,1927.8,8.2686,100,,,
3864,-5908.9,-913.31,1927.8,8.2693,100,,,
3865,-5908.9,-913.31,1927.8,8.2701,100,,,
3866,-5908.9,-913.67,1927.8,8.2708,100,,,
3867,-5908.9,-913.67,1927.8,8.2715,100,,,
3868,-5908.9,-914.03,1927.8,8.2723,100,,,
3869,-5908.9,-914.03,1927.8,8.273,100,,,
3870,-5908.9,-914.39,1927.8,8.2737,100,,,
3871,-5908.9,-914.39,1927.8,8.2745,100,,,
3872,-5908.9,-914.75,1927.8,8.2752,100,,,
3873,-5908.9,-914.75,1927.8,8.2759,100,,,
3874,-5908.9,-915.11,1927.8,8.2767,100,,,
3875,-5908.9,-915.12,1927.8,8.2774,100,,,
3876,-5908.9,-915.47,1927.8,8.2782,100,,,
3877,-5908.9,-915.48,1927.8,8.2789,100,,,
3878,-5909,-915.84,1927.8,8.2796,100,,,
3879,-5909,-915.84,1927.8,8.2804,100,,,
3880,-5909,-916.2,1927.8,8.2811,100,,,
3881,-5909,-916.2,1927.8,8.2819,100,,,
3882,-5909,-916.56,1927.8,8.2826,100,,,
3883,-5909,-916.56,1927.8,8.2833,100,,,
3884,-5909,-916.92,1927.8,8.2841,100,,,
3885,-5909,-916.92,1927.8,8.2848,100,,,
3886,-5909,-917.28,1927.8,8.2856,100,,,
3887,-5909,-917.28,1927.8,8.2863,100,,,
3888,-5909,-917.64,1927.8,8.2871,100,,,
3889,-5909,-917.64,1927.8,8.2878,100,,,
3890,-5909,-918,1927.8,8.2885,100,,,
3891,-5909,-918,1927.8,8.2893,100,,,
3892,-5909,-918.36,1927.8,8.29,100,,,
3893,-5909,-918.36,1927.8,8.2908,100,,,
3894,-5909,-918.72,1927.8,8.2915,100,,,
3895,-5909,-918.73,1927.8,8.2923,100,,,
3896,-5909,-919.08,1927.8,8.293,100,,,
3897,-5909,-919.09,1927.8,8.2938,100,,,
3898,-5909,-919.45,1927.8,8.2945,100,,,
3899,-5909,-919.45,1927.8,8.2953,100,,,
3900,-5909,-919.81,1927.8,8.296,100,,,
3901,-5909,-919.81,1927.8,8.2968,100,,,
3902,-5909,-920.17,1927.8,8.2976,100,,,
3903,-5909,-920.17,1927.8,8.2983,100,,,
3904,-5909,-920.53,1927.8,8.2991,100,,,
3905,-5909,-920.53,1927.8,8.2998,100,,,
3906,-5909,-920.89,1927.8,8.3006,100,,,
3907,-5909,-920.89,1927.8,8.3013,100,,,
3908,-5909,-921.25,1927.8,8.3021,100,,,
3909,-5909,-921.25,1927.8,8.3029,100,,,
3910,-5909,-921.61,1927.8,8.3036,100,,,
3911,-5909,-921.61,1927.8,8.3044,100,,,
3912,-5909,-921.97,1927.8,8.3051,100,,,
3913,-5909,-921.98,1927.8,8.3059,100,,,
3914,-5909.1,-922.33,1927.8,8.3067,100,,,
3915,-5909.1,-922.34,1927.8,8.3074,100,,,
3916,-5909.1,-922.7,1927.8,8.3082,100,,,
3917,-5909.1,-922.7,1927.8,8.309,100,,,
3918,-5909.1,-923.06,1927.8,8.3097,100,,,
3919,-5909.1,-923.06,1927.8,8.3105,100,,,
3920,-5909.1,-923.42,1927.8,8.3113,100,,,
3921,-5909.1,-923.42,1927.8,8.312,100,,,
3922,-5909.1,-923.78,1927.8,8.3128,100,,,
3923,-5909.1,-923.78,1927.8,8.3136,100,,,
3924,-5909.1,-924.14,1927.8,8.3144,100,,,
3925,-5909.1,-924.14,1927.8,8.3151,100,,,
3926,-5909.1,-924.5,1927.8,8.3159,100,,,
3927,-5909.1,-924.5,1927.8,8.3167,100,,,
3928,-5909.1,-924.86,1927.8,8.3174,100,,,
3929,-5909.1,-924.87,1927.8,8.3182,100,,,
3930,-5909.1,-925.23,1927.8,8.319,100,,,
3931,-5909.1,-925.23,1927.8,8.3198,100,,,
3932,-5909.1,-925.59,1927.8,8.3205,100,,,
3933,-5909.1,-925.59,1927.8,8.3213,100,,,
3934,-5909.1,-925.95,1927.8,8.3221,100,,,
3935,-5909.1,-925.95,1927.8,8.3229,100,,,
3936,-5909.1,-926.31,1927.8,8.3237,100,,,
3937,-5909.1,-926.31,1927.8,8.3245,100,,,
3938,-5909.1,-926.67,1927.8,8.3252,100,,,
3939,-5909.1,-926.67,1927.8,8.326,100,,,
3940,-5909.1,-927.03,1927.8,8.3268,100,,,
3941,-5909.1,-927.04,1927.8,8.3276,100,,,
3942,-5909.1,-927.39,1927.8,8.3284,100,,,
3943,-5909.1,-927.4,1927.8,8.3292,100,,,
3944,-5909.1,-927.76,1927.8,8.3299,100,,,
3945,-5909.1,-927.76,1927.8,8.3307,100,,,
3946,-5909.1,-928.12,1927.8,8.3315,100,,,
3947,-5909.1,-928.12,1927.8,8.3323,100,,,
3948,-5909.1,-928.48,1927.8,8.3331,100,,,
3949,-5909.1,-928.48,1927.8,8.3339,100,,,
3950,-5909.1,-928.84,1927.8,8.3347,100,,,
3951,-5909.1,-928.84,1927.8,8.3355,100,,,
3952,-5909.1,-929.2,1927.8,8.3363,100,,,
3953,-5909.1,-929.2,1927.8,8.3371,100,,,
3954,-5909.2,-929.56,1927.8,8.3378,100,,,
3955,-5909.2,-929.57,1927.8,8.3386,100,,,
3956,-5909.2,-929.93,1927.8,8.3394,100,,,
3957,-5909.2,-929.93,1927.8,8.3402,100,,,
3958,-5909.2,-930.29,1927.8,8.341,100,,,
3959,-5909.2,-930.29,1927.8,8.3418,100,,,
3960,-5909.2,-930.65,1927.8,8.3426,100,,,
3961,-5909.2,-930.65,1927.8,8.3434,100,,,
3962,-5909.2,-931.01,1927.8,8.3442,100,,,
3963,-5909.2,-931.01,1927.8,8.345,100,,,
3964,-5909.2,-931.37,1927.8,8.3458,100,,,
3965,-5909.2,-931.37,1927.8,8.3466,100,,,
3966,-5909.2,-931.73,1927.8,8.3474,100,,,
3967,-5909.2,-931.74,1927.8,8.3482,100,,,
3968,-5909.2,-932.1,1927.8,8.349,100,,,
3969,-5909.2,-932.1,1927.8,8.3499,100,,,
3970,-5909.2,-932.46,1927.8,8.3507,100,,,
3971,-5909.2,-932.46,1927.8,8.3515,100,,,
3972,-5909.2,-932.82,1927.8,8.3523,100,,,
3973,-5909.2,-932.82,1927.8,8.3531,100,,,
3974,-5909.2,-933.18,1927.8,8.3539,100,,,
3975,-5909.2,-933.18,1927.8,8.3547,100,,,
3976,-5909.2,-933.54,1927.8,8.3555,100,,,
3977,-5909.2,-933.54,1927.8,8.3563,100,,,
3978,-5909.2,-933.9,1927.8,8.3571,100,,,
3979,-5909.2,-933.91,1927.8,8.3579,100,,,
3980,-5909.2,-934.27,1927.8,8.3588,100,,,
3981,-5909.2,-934.27,1927.8,8.3596,100,,,
3982,-5909.2,-934.63,1927.8,8.3604,100,,,
3983,-5909.2,-934.63,1927.8,8.3612,100,,,
3984,-5909.2,-934.99,1927.8,8.362,100,,,
3985,-5909.2,-934.99,1927.8,8.3628,100,,,
3986,-5909.2,-935.35,1927.8,8.3637,100,,,
3987,-5909.2,-935.35,1927.8,8.3645,100,,,
3988,-5909.2,-935.71,1927.8,8.3653,100,,,
3989,-5909.2,-935.72,1927.8,8.3661,100,,,
3990,-5909.2,-936.08,1927.8,8.3669,100,,,
3991,-5909.2,-936.08,1927.8,8.3678,100,,,
3992,-5909.2,-936.44,1927.8,8.3686,100,,,
