Time,f_flex,f_frac,f_grad,crack_length,,,,
2889,-844.78,1927.8,8.1435,100,,,,
2890,-845.2,1927.8,8.1442,100,,,,
2891,-845.2,1927.8,8.1447,100,,,,
2892,-845.62,1927.8,8.1454,100,,,,
2893,-845.62,1927.8,8.1459,100,,,,
2894,-846.04,1927.8,8.1466,100,,,,
2895,-846.04,1927.8,8.1471,100,,,,
2896,-846.46,1927.8,8.1478,100,,,,
2897,-846.46,1927.8,8.1483,100,,,,
2898,-846.88,1927.8,8.149,100,,,,
2899,-846.88,1927.8,8.1495,100,,,,
2900,-847.3,1927.8,8.1502,100,,,,
2901,-847.3,1927.8,8.1507,100,,,,
2902,-847.72,1927.8,8.1513,100,,,,
2903,-847.72,1927.8,8.1519,100,,,,
2904,-848.14,1927.8,8.1525,100,,,,
2905,-848.14,1927.8,8.153,100,,,,
2906,-848.56,1927.8,8.1537,100,,,,
2907,-848.56,1927.8,8.1542,100,,,,
2908,-848.99,1927.8,8.1548,100,,,,
2909,-848.99,1927.8,8.1554,100,,,,
2910,-849.41,1927.8,8.156,100,,,,
2911,-849.41,1927.8,8.1565,100,,,,
2912,-849.83,1927.8,8.1571,100,,,,
2913,-849.83,1927.8,8.1576,100,,,,
2914,-850.25,1927.8,8.1583,100,,,,
2915,-850.25,1927.8,8.1588,100,,,,
2916,-850.67,1927.8,8.1594,100,,,,
2917,-850.67,1927.8,8.1599,100,,,,
2918,-851.09,1927.8,8.1605,100,,,,
2919,-851.09,1927.7,8.161,100,,,,
2920,-851.51,1927.7,8.1616,100,,,,
2921,-851.51,1927.7,8.1621,100,,,,
2922,-851.93,1927.7,8.1627,100,,,,
2923,-851.93,1927.7,8.1632,100,,,,
2924,-852.35,1927.7,8.1638,100,,,,
2925,-852.35,1927.7,8.1643,100,,,,
2926,-852.77,1927.7,8.1649,100,,,,
2927,-852.77,1927.7,8.1654,100,,,,
2928,-853.19,1927.7,8.166,100,,,,
2929,-853.19,1927.7,8.1665,100,,,,
2930,-853.61,1927.7,8.1671,100,,,,
2931,-853.61,1927.7,8.1676,100,,,,
2932,-854.03,1927.7,8.1682,100,,,,
2933,-854.03,1927.7,8.1687,100,,,,
2934,-854.45,1927.7,8.1692,100,,,,
2935,-854.45,1927.7,8.1697,100,,,,
2936,-854.87,1927.7,8.1703,100,,,,
2937,-854.87,1927.7,8.1708,100,,,,
2938,-855.29,1927.7,8.1714,100,,,,
2939,-855.29,1927.7,8.1719,100,,,,
2940,-855.71,1927.7,8.1724,100,,,,
2941,-855.71,1927.7,8.1729,100,,,,
2942,-856.14,1927.7,8.1735,100,,,,
2943,-856.14,1927.7,8.1739,100,,,,
2944,-856.56,1927.7,8.1745,100,,,,
2945,-856.56,1927.7,8.175,100,,,,
2946,-856.98,1927.7,8.1755,100,,,,
2947,-856.98,1927.7,8.176,100,,,,
2948,-857.4,1927.7,8.1765,100,,,,
2949,-857.4,1927.7,8.177,100,,,,
2950,-857.82,1927.7,8.1776,100,,,,
2951,-857.82,1927.7,8.178,100,,,,
2952,-858.24,1927.7,8.1786,100,,,,
2953,-858.24,1927.6,8.179,100,,,,
2954,-858.66,1927.6,8.1796,100,,,,
2955,-858.66,1927.6,8.18,100,,,,
2956,-859.08,1927.6,8.1806,100,,,,
2957,-859.08,1927.6,8.181,100,,,,
2958,-859.5,1927.6,8.1816,100,,,,
2959,-859.5,1927.6,8.182,100,,,,
2960,-859.92,1927.6,8.1826,100,,,,
2961,-859.92,1927.6,8.183,100,,,,
2962,-860.34,1927.6,8.1835,100,,,,
2963,-860.34,1927.6,8.184,100,,,,
2964,-860.76,1927.6,8.1845,100,,,,
2965,-860.76,1927.6,8.185,100,,,,
2966,-861.18,1927.6,8.1855,100,,,,
2967,-861.18,1927.6,8.1859,100,,,,
2968,-861.6,1927.6,8.1864,100,,,,
2969,-861.6,1927.6,8.1869,100,,,,
2970,-862.02,1927.6,8.1874,100,,,,
2971,-862.02,1927.6,8.1878,100,,,,
2972,-862.44,1927.6,8.1884,100,,,,
2973,-862.44,1927.6,8.1888,100,,,,
2974,-862.86,1927.6,8.1893,100,,,,
2975,-862.86,1927.6,8.1897,100,,,,
2976,-863.28,1927.6,8.1902,100,,,,
2977,-863.28,1927.6,8.1907,100,,,,
2978,-863.7,1927.6,8.1912,100,,,,
2979,-863.7,1927.6,8.1916,100,,,,
2980,-864.12,1927.6,8.1921,100,,,,
2981,-864.12,1927.6,8.1925,100,,,,
2982,-864.54,1927.6,8.193,100,,,,
2983,-864.54,1927.6,8.1934,100,,,,
2984,-864.96,1927.6,8.1939,100,,,,
2985,-864.96,1927.6,8.1944,100,,,,
2986,-865.38,1927.6,8.1948,100,,,,
2987,-865.38,1927.6,8.1953,100,,,,
2988,-865.8,1927.6,8.1957,100,,,,
2989,-865.8,1927.6,8.1962,100,,,,
2990,-866.22,1927.6,8.1966,100,,,,
2991,-866.22,1927.6,8.1971,100,,,,
2992,-866.64,1927.5,8.1975,100,,,,
2993,-866.64,1927.5,8.1979,100,,,,
2994,-867.07,1927.5,8.1984,100,,,,
2995,-867.06,1927.5,8.1988,100,,,,
2996,-867.49,1927.5,8.1993,100,,,,
2997,-867.49,1927.5,8.1997,100,,,,
2998,-867.91,1927.5,8.2002,100,,,,
2999,-867.91,1927.5,8.2006,100,,,,
3000,-868.33,1927.5,8.201,100,,,,
3001,-868.33,1927.5,8.2014,100,,,,
3002,-868.75,1927.5,8.2019,100,,,,
3003,-868.75,1927.5,8.2023,100,,,,
3004,-869.17,1927.5,8.2028,100,,,,
3005,-869.17,1927.5,8.2032,100,,,,
3006,-869.59,1927.5,8.2036,100,,,,
3007,-869.59,1927.5,8.204,100,,,,
3008,-870.01,1927.5,8.2045,100,,,,
3009,-870.01,1927.5,8.2049,100,,,,
3010,-870.43,1927.5,8.2053,100,,,,
3011,-870.43,1927.5,8.2057,100,,,,
3012,-870.85,1927.5,8.2062,100,,,,
3013,-870.85,1927.5,8.2065,100,,,,
3014,-871.27,1927.5,8.207,100,,,,
3015,-871.27,1927.5,8.2074,100,,,,
3016,-871.69,1927.5,8.2078,100,,,,
3017,-871.69,1927.5,8.2082,100,,,,
3018,-872.11,1927.5,8.2086,100,,,,
3019,-872.11,1927.5,8.209,100,,,,
3020,-872.53,1927.5,8.2095,100,,,,
3021,-872.53,1927.5,8.2098,100,,,,
3022,-872.95,1927.5,8.2103,100,,,,
3023,-872.95,1927.5,8.2106,100,,,,
3024,-873.37,1927.5,8.2111,100,,,,
3025,-873.37,1927.5,8.2115,100,,,,
3026,-873.79,1927.5,8.2119,100,,,,
3027,-873.79,1927.5,8.2123,100,,,,
3028,-874.21,1927.5,8.2127,100,,,,
3029,-874.21,1927.5,8.2131,100,,,,
3030,-874.63,1927.5,8.2135,100,,,,
3031,-874.63,1927.5,8.2138,100,,,,
3032,-875.05,1927.5,8.2143,100,,,,
3033,-875.05,1927.5,8.2146,100,,,,
3034,-875.47,1927.5,8.2151,100,,,,
3035,-875.47,1927.5,8.2154,100,,,,
3036,-875.89,1927.4,8.2158,100,,,,
3037,-875.89,1927.4,8.2162,100,,,,
3038,-876.31,1927.4,8.2166,100,,,,
3039,-876.31,1927.4,8.217,100,,,,
3040,-876.73,1927.4,8.2174,100,,,,
3041,-876.73,1927.4,8.2177,100,,,,
3042,-877.15,1927.4,8.2182,100,,,,
3043,-877.15,1927.4,8.2185,100,,,,
3044,-877.57,1927.4,8.2189,100,,,,
3045,-877.57,1927.4,8.2193,100,,,,
3046,-877.99,1927.4,8.2197,100,,,,
3047,-877.99,1927.4,8.22,100,,,,
3048,-878.41,1927.4,8.2204,100,,,,
3049,-878.41,1927.4,8.2208,100,,,,
3050,-878.83,1927.4,8.2212,100,,,,
3051,-878.83,1927.4,8.2215,100,,,,
3052,-879.25,1927.4,8.2219,100,,,,
3053,-879.25,1927.4,8.2223,100,,,,
3054,-879.67,1927.4,8.2227,100,,,,
3055,-879.67,1927.4,8.223,100,,,,
3056,-880.09,1927.4,8.2234,100,,,,
3057,-880.09,1927.4,8.2238,100,,,,
3058,-880.51,1927.4,8.2241,100,,,,
3059,-880.51,1927.4,8.2245,100,,,,
3060,-880.93,1927.4,8.2249,100,,,,
3061,-880.93,1927.4,8.2252,100,,,,
3062,-881.35,1927.4,8.2256,100,,,,
3063,-881.35,1927.4,8.2259,100,,,,
3064,-881.77,1927.4,8.2263,100,,,,
3065,-881.77,1927.4,8.2267,100,,,,
3066,-882.19,1927.4,8.227,100,,,,
3067,-882.19,1927.4,8.2274,100,,,,
3068,-882.61,1927.4,8.2278,100,,,,
3069,-882.61,1927.4,8.2281,100,,,,
3070,-883.03,1927.4,8.2285,100,,,,
3071,-883.03,1927.4,8.2288,100,,,,
3072,-883.45,1927.4,8.2292,100,,,,
3073,-883.45,1927.4,8.2295,100,,,,
3074,-883.87,1927.4,8.2299,100,,,,
3075,-883.87,1927.4,8.2302,100,,,,
3076,-884.29,1927.4,8.2306,100,,,,
3077,-884.29,1927.4,8.2309,100,,,,
3078,-884.71,1927.4,8.2313,100,,,,
3079,-884.71,1927.4,8.2316,100,,,,
3080,-885.13,1927.4,8.232,100,,,,
3081,-885.13,1927.4,8.2323,100,,,,
3082,-885.54,1927.4,8.2327,100,,,,
3083,-885.54,1927.4,8.233,100,,,,
3084,-885.96,1927.4,8.2334,100,,,,
3085,-885.96,1927.4,8.2337,100,,,,
3086,-886.38,1927.4,8.234,100,,,,
3087,-886.38,1927.4,8.2344,100,,,,
3088,-886.8,1927.4,8.2347,100,,,,
3089,-886.8,1927.4,8.235,100,,,,
3090,-887.22,1927.3,8.2354,100,,,,
3091,-887.22,1927.3,8.2357,100,,,,
3092,-887.64,1927.3,8.2361,100,,,,
3093,-887.64,1927.3,8.2364,100,,,,
3094,-888.06,1927.3,8.2367,100,,,,
3095,-888.06,1927.3,8.2371,100,,,,
3096,-888.48,1927.3,8.2374,100,,,,
3097,-888.48,1927.3,8.2377,100,,,,
3098,-888.9,1927.3,8.2381,100,,,,
3099,-888.9,1927.3,8.2384,100,,,,
3100,-889.32,1927.3,8.2387,100,,,,
3101,-889.32,1927.3,8.239,100,,,,
3102,-889.74,1927.3,8.2394,100,,,,
3103,-889.74,1927.3,8.2397,100,,,,
3104,-890.16,1927.3,8.2401,100,,,,
3105,-890.16,1927.3,8.2404,100,,,,
3106,-890.58,1927.3,8.2407,100,,,,
3107,-890.58,1927.3,8.241,100,,,,
3108,-891,1927.3,8.2414,100,,,,
3109,-891,1927.3,8.2417,100,,,,
3110,-891.42,1927.3,8.242,100,,,,
3111,-891.42,1927.3,8.2423,100,,,,
3112,-891.84,1927.3,8.2427,100,,,,
3113,-891.84,1927.3,8.243,100,,,,
3114,-892.26,1927.3,8.2433,100,,,,
3115,-892.26,1927.3,8.2436,100,,,,
3116,-892.68,1927.3,8.2439,100,,,,
3117,-892.68,1927.3,8.2442,100,,,,
3118,-893.1,1927.3,8.2446,100,,,,
3119,-893.1,1927.3,8.2449,100,,,,
3120,-893.52,1927.3,8.2452,100,,,,
3121,-893.52,1927.3,8.2455,100,,,,
3122,-893.94,1927.3,8.2458,100,,,,
3123,-893.94,1927.3,8.2461,100,,,,
3124,-894.36,1927.3,8.2465,100,,,,
3125,-894.36,1927.3,8.2468,100,,,,
3126,-894.78,1927.3,8.2471,100,,,,
3127,-894.78,1927.3,8.2474,100,,,,
3128,-895.2,1927.3,8.2477,100,,,,
3129,-895.2,1927.3,8.248,100,,,,
3130,-895.62,1927.3,8.2483,100,,,,
3131,-895.62,1927.3,8.2486,100,,,,
3132,-896.04,1927.3,8.249,100,,,,
3133,-896.04,1927.3,8.2492,100,,,,
3134,-896.46,1927.3,8.2496,100,,,,
3135,-896.46,1927.3,8.2499,100,,,,
3136,-896.87,1927.3,8.2502,100,,,,
3137,-896.87,1927.3,8.2505,100,,,,
3138,-897.29,1927.3,8.2508,100,,,,
3139,-897.29,1927.3,8.2511,100,,,,
3140,-897.71,1927.3,8.2514,100,,,,
3141,-897.71,1927.3,8.2517,100,,,,
3142,-898.13,1927.3,8.252,100,,,,
3143,-898.13,1927.3,8.2523,100,,,,
3144,-898.55,1927.3,8.2526,100,,,,
3145,-898.55,1927.3,8.2529,100,,,,
3146,-898.97,1927.3,8.2532,100,,,,
3147,-898.97,1927.3,8.2535,100,,,,
3148,-899.39,1927.3,8.2538,100,,,,
3149,-899.39,1927.3,8.2541,100,,,,
3150,-899.81,1927.3,8.2544,100,,,,
3151,-899.81,1927.3,8.2547,100,,,,
3152,-900.23,1927.3,8.255,100,,,,
3153,-900.23,1927.3,8.2553,100,,,,
3154,-900.65,1927.3,8.2556,100,,,,
3155,-900.65,1927.3,8.2559,100,,,,
3156,-901.07,1927.3,8.2562,100,,,,
3157,-901.07,1927.3,8.2565,100,,,,
3158,-901.49,1927.2,8.2568,100,,,,
3159,-901.49,1927.2,8.2571,100,,,,
3160,-901.91,1927.2,8.2574,100,,,,
3161,-901.91,1927.2,8.2577,100,,,,
3162,-902.33,1927.2,8.258,100,,,,
3163,-902.33,1927.2,8.2583,100,,,,
3164,-902.75,1927.2,8.2586,100,,,,
3165,-902.75,1927.2,8.2588,100,,,,
3166,-903.17,1927.2,8.2592,100,,,,
3167,-903.17,1927.2,8.2594,100,,,,
3168,-903.59,1927.2,8.2597,100,,,,
3169,-903.59,1927.2,8.26,100,,,,
3170,-904.01,1927.2,8.2603,100,,,,
3171,-904.01,1927.2,8.2606,100,,,,
3172,-904.43,1927.2,8.2609,100,,,,
3173,-904.43,1927.2,8.2612,100,,,,
3174,-904.84,1927.2,8.2615,100,,,,
3175,-904.85,1927.2,8.2617,100,,,,
3176,-905.26,1927.2,8.262,100,,,,
3177,-905.26,1927.2,8.2623,100,,,,
3178,-905.68,1927.2,8.2626,100,,,,
3179,-905.68,1927.2,8.2629,100,,,,
3180,-906.1,1927.2,8.2632,100,,,,
3181,-906.1,1927.2,8.2635,100,,,,
3182,-906.52,1927.2,8.2638,100,,,,
3183,-906.52,1927.2,8.264,100,,,,
3184,-906.94,1927.2,8.2643,100,,,,
3185,-906.94,1927.2,8.2646,100,,,,
3186,-907.36,1927.2,8.2649,100,,,,
3187,-907.36,1927.2,8.2651,100,,,,
3188,-907.78,1927.2,8.2654,100,,,,
3189,-907.78,1927.2,8.2657,100,,,,
3190,-908.2,1927.2,8.266,100,,,,
3191,-908.2,1927.2,8.2663,100,,,,
3192,-908.62,1927.2,8.2666,100,,,,
3193,-908.62,1927.2,8.2668,100,,,,
3194,-909.04,1927.2,8.2671,100,,,,
3195,-909.04,1927.2,8.2674,100,,,,
3196,-909.46,1927.2,8.2677,100,,,,
3197,-909.46,1927.2,8.2679,100,,,,
3198,-909.88,1927.2,8.2682,100,,,,
3199,-909.88,1927.2,8.2685,100,,,,
3200,-910.3,1927.2,8.2688,100,,,,
3201,-910.3,1927.2,8.269,100,,,,
3202,-910.72,1927.2,8.2693,100,,,,
3203,-910.72,1927.2,8.2696,100,,,,
3204,-911.14,1927.2,8.2699,100,,,,
3205,-911.14,1927.2,8.2701,100,,,,
3206,-911.55,1927.2,8.2704,100,,,,
3207,-911.55,1927.2,8.2707,100,,,,
3208,-911.97,1927.2,8.271,100,,,,
3209,-911.97,1927.2,8.2712,100,,,,
3210,-912.39,1927.2,8.2715,100,,,,
3211,-912.39,1927.2,8.2718,100,,,,
3212,-912.81,1927.2,8.2721,100,,,,
3213,-912.81,1927.2,8.2723,100,,,,
3214,-913.23,1927.2,8.2726,100,,,,
3215,-913.23,1927.2,8.2728,100,,,,
3216,-913.65,1927.2,8.2731,100,,,,
3217,-913.65,1927.2,8.2734,100,,,,
3218,-914.07,1927.2,8.2737,100,,,,
3219,-914.07,1927.2,8.2739,100,,,,
3220,-914.49,1927.2,8.2742,100,,,,
3221,-914.49,1927.2,8.2744,100,,,,
3222,-914.91,1927.2,8.2747,100,,,,
3223,-914.91,1927.2,8.275,100,,,,
3224,-915.33,1927.2,8.2753,100,,,,
3225,-915.33,1927.2,8.2755,100,,,,
3226,-915.75,1927.2,8.2758,100,,,,
3227,-915.75,1927.2,8.276,100,,,,
3228,-916.17,1927.2,8.2763,100,,,,
3229,-916.17,1927.2,8.2766,100,,,,
3230,-916.59,1927.2,8.2768,100,,,,
3231,-916.59,1927.2,8.2771,100,,,,
3232,-917,1927.2,8.2774,100,,,,
3233,-917,1927.2,8.2776,100,,,,
3234,-917.42,1927.2,8.2779,100,,,,
3235,-917.42,1927.2,8.2781,100,,,,
3236,-917.84,1927.2,8.2784,100,,,,
3237,-917.84,1927.2,8.2786,100,,,,
3238,-918.26,1927.2,8.2789,100,,,,
3239,-918.26,1927.2,8.2792,100,,,,
3240,-918.68,1927.2,8.2794,100,,,,
3241,-918.68,1927.2,8.2797,100,,,,
3242,-919.1,1927.2,8.2799,100,,,,
3243,-919.1,1927.2,8.2802,100,,,,
3244,-919.52,1927.2,8.2805,100,,,,
3245,-919.52,1927.2,8.2807,100,,,,
3246,-919.94,1927.2,8.281,100,,,,
3247,-919.94,1927.2,8.2812,100,,,,
3248,-920.36,1927.2,8.2815,100,,,,
3249,-920.36,1927.2,8.2817,100,,,,
3250,-920.78,1927.1,8.282,100,,,,
3251,-920.78,1927.1,8.2822,100,,,,
3252,-921.2,1927.1,8.2825,100,,,,
3253,-921.2,1927.1,8.2827,100,,,,
3254,-921.61,1927.1,8.283,100,,,,
3255,-921.61,1927.1,8.2832,100,,,,
3256,-922.03,1927.1,8.2835,100,,,,
3257,-922.03,1927.1,8.2837,100,,,,
3258,-922.45,1927.1,8.284,100,,,,
3259,-922.45,1927.1,8.2842,100,,,,
3260,-922.87,1927.1,8.2845,100,,,,
3261,-922.87,1927.1,8.2847,100,,,,
3262,-923.29,1927.1,8.285,100,,,,
3263,-923.29,1927.1,8.2852,100,,,,
3264,-923.71,1927.1,8.2855,100,,,,
3265,-923.71,1927.1,8.2857,100,,,,
3266,-924.13,1927.1,8.286,100,,,,
3267,-924.13,1927.1,8.2862,100,,,,
3268,-924.55,1927.1,8.2864,100,,,,
3269,-924.55,1927.1,8.2867,100,,,,
3270,-924.97,1927.1,8.2869,100,,,,
3271,-924.97,1927.1,8.2872,100,,,,
3272,-925.39,1927.1,8.2874,100,,,,
3273,-925.39,1927.1,8.2876,100,,,,
3274,-925.81,1927.1,8.2879,100,,,,
3275,-925.81,1927.1,8.2881,100,,,,
3276,-926.22,1927.1,8.2884,100,,,,
3277,-926.22,1927.1,8.2886,100,,,,
3278,-926.64,1927.1,8.2889,100,,,,
3279,-926.64,1927.1,8.2891,100,,,,
3280,-927.06,1927.1,8.2893,100,,,,
3281,-927.06,1927.1,8.2896,100,,,,
3282,-927.48,1927.1,8.2898,100,,,,
3283,-927.48,1927.1,8.29,100,,,,
3284,-927.9,1927.1,8.2903,100,,,,
3285,-927.9,1927.1,8.2905,100,,,,
3286,-928.32,1927.1,8.2907,100,,,,
3287,-928.32,1927.1,8.291,100,,,,
3288,-928.74,1927.1,8.2912,100,,,,
3289,-928.74,1927.1,8.2914,100,,,,
3290,-929.16,1927.1,8.2917,100,,,,
3291,-929.16,1927.1,8.2919,100,,,,
3292,-929.58,1927.1,8.2921,100,,,,
3293,-929.58,1927.1,8.2924,100,,,,
3294,-929.99,1927.1,8.2926,100,,,,
3295,-930,1927.1,8.2928,100,,,,
3296,-930.41,1927.1,8.2931,100,,,,
3297,-930.41,1927.1,8.2933,100,,,,
3298,-930.83,1927.1,8.2935,100,,,,
3299,-930.83,1927.1,8.2937,100,,,,
3300,-931.25,1927.1,8.294,100,,,,
3301,-931.25,1927.1,8.2942,100,,,,
3302,-931.67,1927.1,8.2944,100,,,,
3303,-931.67,1927.1,8.2946,100,,,,
3304,-932.09,1927.1,8.2949,100,,,,
3305,-932.09,1927.1,8.2951,100,,,,
3306,-932.51,1927.1,8.2953,100,,,,
3307,-932.51,1927.1,8.2955,100,,,,
3308,-932.93,1927.1,8.2958,100,,,,
3309,-932.93,1927.1,8.296,100,,,,
3310,-933.35,1927.1,8.2962,100,,,,
3311,-933.35,1927.1,8.2964,100,,,,
3312,-933.77,1927.1,8.2966,100,,,,
3313,-933.77,1927.1,8.2968,100,,,,
3314,-934.18,1927.1,8.2971,100,,,,
3315,-934.18,1927.1,8.2973,100,,,,
3316,-934.6,1927.1,8.2975,100,,,,
3317,-934.6,1927.1,8.2977,100,,,,
3318,-935.02,1927.1,8.2979,100,,,,
3319,-935.02,1927.1,8.2982,100,,,,
3320,-935.44,1927.1,8.2984,100,,,,
3321,-935.44,1927.1,8.2986,100,,,,
3322,-935.86,1927.1,8.2988,100,,,,
3323,-935.86,1927.1,8.299,100,,,,
3324,-936.28,1927.1,8.2992,100,,,,
3325,-936.28,1927.1,8.2994,100,,,,
3326,-936.7,1927.1,8.2997,100,,,,
3327,-936.7,1927.1,8.2999,100,,,,
3328,-937.12,1927.1,8.3001,100,,,,
3329,-937.12,1927.1,8.3003,100,,,,
3330,-937.53,1927.1,8.3005,100,,,,
3331,-937.53,1927.1,8.3007,100,,,,
3332,-937.95,1927.1,8.3009,100,,,,
3333,-937.95,1927.1,8.3011,100,,,,
3334,-938.37,1927.1,8.3013,100,,,,
3335,-938.37,1927.1,8.3015,100,,,,
3336,-938.79,1927.1,8.3017,100,,,,
3337,-938.79,1927.1,8.3019,100,,,,
3338,-939.21,1927.1,8.3021,100,,,,
3339,-939.21,1927.1,8.3023,100,,,,
3340,-939.63,1927.1,8.3026,100,,,,
3341,-939.63,1927.1,8.3027,100,,,,
3342,-940.05,1927.1,8.303,100,,,,
3343,-940.05,1927.1,8.3031,100,,,,
3344,-940.47,1927.1,8.3034,100,,,,
3345,-940.47,1927.1,8.3035,100,,,,
3346,-940.88,1927.1,8.3038,100,,,,
3347,-940.88,1927.1,8.3039,100,,,,
3348,-941.3,1927.1,8.3042,100,,,,
3349,-941.3,1927.1,8.3043,100,,,,
3350,-941.72,1927.1,8.3045,100,,,,
3351,-941.72,1927.1,8.3047,100,,,,
3352,-942.14,1927.1,8.3049,100,,,,
3353,-942.14,1927.1,8.3051,100,,,,
3354,-942.56,1927.1,8.3053,100,,,,
3355,-942.56,1927.1,8.3055,100,,,,
3356,-942.98,1927.1,8.3057,100,,,,
3357,-942.98,1927.1,8.3059,100,,,,
3358,-943.4,1927.1,8.3061,100,,,,
3359,-943.4,1927.1,8.3063,100,,,,
3360,-943.82,1927.1,8.3065,100,,,,
3361,-943.82,1927.1,8.3067,100,,,,
3362,-944.23,1927.1,8.3069,100,,,,
3363,-944.23,1927.1,8.307,100,,,,
3364,-944.65,1927.1,8.3072,100,,,,
3365,-944.65,1927.1,8.3074,100,,,,
3366,-945.07,1927.1,8.3076,100,,,,
3367,-945.07,1927.1,8.3078,100,,,,
3368,-945.49,1927.1,8.308,100,,,,
3369,-945.49,1927.1,8.3082,100,,,,
3370,-945.91,1927.1,8.3084,100,,,,
3371,-945.91,1927.1,8.3085,100,,,,
3372,-946.33,1927.1,8.3087,100,,,,
3373,-946.33,1927.1,8.3089,100,,,,
3374,-946.75,1927.1,8.3091,100,,,,
3375,-946.75,1927.1,8.3093,100,,,,
3376,-947.16,1927.1,8.3094,100,,,,
3377,-947.16,1927.1,8.3096,100,,,,
3378,-947.58,1927.1,8.3098,100,,,,
3379,-947.58,1927.1,8.31,100,,,,
3380,-948,1927.1,8.3102,100,,,,
3381,-948,1927.1,8.3103,100,,,,
3382,-948.42,1927.1,8.3105,100,,,,
3383,-948.42,1927.1,8.3107,100,,,,
3384,-948.84,1927.1,8.3109,100,,,,
3385,-948.84,1927.1,8.311,100,,,,
3386,-949.26,1927.1,8.3112,100,,,,
3387,-949.26,1927.1,8.3114,100,,,,
3388,-949.67,1927.1,8.3116,100,,,,
3389,-949.67,1927.1,8.3117,100,,,,
3390,-950.09,1927.1,8.3119,100,,,,
3391,-950.09,1927.1,8.3121,100,,,,
3392,-950.51,1927.1,8.3123,100,,,,
3393,-950.51,1927.1,8.3124,100,,,,
3394,-950.93,1927.1,8.3126,100,,,,
3395,-950.93,1927.1,8.3128,100,,,,
3396,-951.35,1927,8.3129,100,,,,
3397,-951.35,1927,8.3131,100,,,,
3398,-951.77,1927,8.3133,100,,,,
3399,-951.77,1927,8.3134,100,,,,
3400,-952.19,1927,8.3136,100,,,,
3401,-952.19,1927,8.3138,100,,,,
3402,-952.6,1927,8.3139,100,,,,
3403,-952.6,1927,8.3141,100,,,,
3404,-953.02,1927,8.3143,100,,,,
3405,-953.02,1927,8.3144,100,,,,
3406,-953.44,1927,8.3146,100,,,,
3407,-953.44,1927,8.3147,100,,,,
3408,-953.86,1927,8.3149,100,,,,
3409,-953.86,1927,8.3151,100,,,,
3410,-954.28,1927,8.3152,100,,,,
3411,-954.28,1927,8.3154,100,,,,
3412,-954.7,1927,8.3156,100,,,,
3413,-954.7,1927,8.3157,100,,,,
3414,-955.11,1927,8.3159,100,,,,
3415,-955.11,1927,8.316,100,,,,
3416,-955.53,1927,8.3162,100,,,,
3417,-955.53,1927,8.3163,100,,,,
3418,-955.95,1927,8.3165,100,,,,
3419,-955.95,1927,8.3166,100,,,,
3420,-956.37,1927,8.3168,100,,,,
3421,-956.37,1927,8.317,100,,,,
3422,-956.79,1927,8.3171,100,,,,
3423,-956.79,1927,8.3173,100,,,,
3424,-957.21,1927,8.3174,100,,,,
3425,-957.21,1927,8.3176,100,,,,
3426,-957.62,1927,8.3177,100,,,,
3427,-957.62,1927,8.3179,100,,,,
3428,-958.04,1927,8.318,100,,,,
3429,-958.04,1927,8.3182,100,,,,
3430,-958.46,1927,8.3183,100,,,,
3431,-958.46,1927,8.3185,100,,,,
3432,-958.88,1927,8.3186,100,,,,
3433,-958.88,1927,8.3188,100,,,,
3434,-959.3,1927,8.3189,100,,,,
3435,-959.3,1927,8.319,100,,,,
3436,-959.72,1927,8.3192,100,,,,
3437,-959.72,1927,8.3193,100,,,,
3438,-960.13,1927,8.3195,100,,,,
3439,-960.13,1927,8.3196,100,,,,
3440,-960.55,1927,8.3198,100,,,,
3441,-960.55,1927,8.3199,100,,,,
3442,-960.97,1927,8.3201,100,,,,
3443,-960.97,1927,8.3202,100,,,,
3444,-961.39,1927,8.3204,100,,,,
3445,-961.39,1927,8.3205,100,,,,
3446,-961.81,1927,8.3206,100,,,,
3447,-961.81,1927,8.3208,100,,,,
3448,-962.23,1927,8.3209,100,,,,
3449,-962.23,1927,8.321,100,,,,
3450,-962.64,1927,8.3212,100,,,,
3451,-962.64,1927,8.3213,100,,,,
3452,-963.06,1927,8.3215,100,,,,
3453,-963.06,1927,8.3216,100,,,,
3454,-963.48,1927,8.3217,100,,,,
3455,-963.48,1927,8.3219,100,,,,
3456,-963.9,1927,8.322,100,,,,
3457,-963.9,1927,8.3221,100,,,,
3458,-964.32,1927,8.3223,100,,,,
3459,-964.32,1927,8.3224,100,,,,
3460,-964.73,1927,8.3225,100,,,,
3461,-964.73,1927,8.3227,100,,,,
3462,-965.15,1927,8.3228,100,,,,
3463,-965.15,1927,8.3229,100,,,,
3464,-965.57,1927,8.3231,100,,,,
3465,-965.57,1927,8.3232,100,,,,
3466,-965.99,1927,8.3233,100,,,,
3467,-965.99,1927,8.3235,100,,,,
3468,-966.41,1927,8.3236,100,,,,
3469,-966.41,1927,8.3237,100,,,,
3470,-966.83,1927,8.3239,100,,,,
3471,-966.83,1927,8.324,100,,,,
3472,-967.24,1927,8.3241,100,,,,
3473,-967.24,1927,8.3242,100,,,,
3474,-967.66,1927,8.3244,100,,,,
3475,-967.66,1927,8.3245,100,,,,
3476,-968.08,1927,8.3246,100,,,,
3477,-968.08,1927,8.3247,100,,,,
3478,-968.5,1927,8.3249,100,,,,
3479,-968.5,1927,8.325,100,,,,
3480,-968.92,1927,8.3251,100,,,,
