Time,f_flex,f_frac,f_grad,length
2925,8.3662,1926.3,5.3988,
2926,8.365,1926.3,5.3989,
2927,8.3606,1926.3,5.399,
2928,8.3593,1926.3,5.3991,
2929,8.3548,1926.3,5.3992,
2930,8.3537,1926.3,5.3993,
2931,8.3492,1926.3,5.3993,
2932,8.3481,1926.3,5.3994,
2933,8.3436,1926.3,5.3995,
2934,8.3425,1926.3,5.3996,
2935,8.3381,1926.3,5.3997,
2936,8.337,1926.3,5.3998,
2937,8.3327,1926.3,5.3999,
2938,8.3316,1926.3,5.4,
2939,8.3272,1926.3,5.4001,
2940,8.3261,1926.3,5.4002,
2941,8.3218,1926.3,5.4002,
2942,8.3207,1926.3,5.4003,
2943,8.3164,1926.3,5.4004,
2944,8.3154,1926.3,5.4005,
2945,8.3112,1926.3,5.4006,
2946,8.3102,1926.3,5.4007,
2947,8.3059,1926.3,5.4008,
2948,8.3049,1926.3,5.4009,
2949,8.3007,1926.3,5.401,
2950,8.2997,1926.3,5.4011,
2951,8.2955,1926.3,5.4011,
2952,8.2945,1926.3,5.4012,
2953,8.2904,1926.3,5.4013,
2954,8.2895,1926.3,5.4014,
2955,8.2853,1926.3,5.4015,
2956,8.2844,1926.3,5.4016,
2957,8.2803,1926.3,5.4017,
2958,8.2794,1926.3,5.4018,
2959,8.2753,1926.3,5.4019,
2960,8.2744,1926.3,5.402,
2961,8.2703,1926.3,5.402,
2962,8.2694,1926.3,5.4021,
2963,8.2654,1926.3,5.4022,
2964,8.2646,1926.3,5.4023,
2965,8.2605,1926.3,5.4024,
2966,8.2597,1926.3,5.4025,
2967,8.2557,1926.3,5.4026,
2968,8.2549,1926.3,5.4027,
2969,8.2509,1926.3,5.4027,
2970,8.2502,1926.3,5.4028,
2971,8.2462,1926.3,5.4029,
2972,8.2454,1926.3,5.403,
2973,8.2415,1926.3,5.4031,
2974,8.2408,1926.3,5.4032,
2975,8.2369,1926.3,5.4033,
2976,8.2362,1926.3,5.4034,
2977,8.2323,1926.3,5.4034,
2978,8.2316,1926.3,5.4035,
2979,8.2276,1926.3,5.4036,
2980,8.227,1926.3,5.4037,
2981,8.2232,1926.3,5.4038,
2982,8.2225,1926.3,5.4039,
2983,8.2187,1926.3,5.404,
2984,8.2181,1926.3,5.4041,
2985,8.2142,1926.3,5.4041,
2986,8.2136,1926.3,5.4042,
2987,8.2098,1926.3,5.4043,
2988,8.2093,1926.3,5.4044,
2989,8.2055,1926.3,5.4045,
2990,8.2049,1926.3,5.4046,
2991,8.2012,1926.3,5.4046,
2992,8.2006,1926.3,5.4047,
2993,8.1969,1926.3,5.4048,
2994,8.1964,1926.3,5.4049,
2995,8.1927,1926.3,5.405,
2996,8.1921,1926.3,5.4051,
2997,8.1884,1926.3,5.4052,
2998,8.188,1926.3,5.4053,
2999,8.1843,1926.3,5.4053,
3000,8.1838,1926.2,5.4054,
3001,8.1802,1926.2,5.4055,
3002,8.1797,1926.2,5.4056,
3003,8.1761,1926.2,5.4057,
3004,8.1757,1926.2,5.4058,
3005,8.1721,1926.2,5.4058,
3006,8.1717,1926.2,5.4059,
3007,8.1681,1926.2,5.406,
3008,8.1677,1926.2,5.4061,
3009,8.1641,1926.2,5.4062,
3010,8.1637,1926.2,5.4063,
3011,8.1602,1926.2,5.4064,
3012,8.1599,1926.2,5.4065,
3013,8.1563,1926.2,5.4065,
3014,8.156,1926.2,5.4066,
3015,8.1525,1926.2,5.4067,
3016,8.1522,1926.2,5.4068,
3017,8.1487,1926.2,5.4069,
3018,8.1484,1926.2,5.407,
3019,8.1449,1926.2,5.407,
3020,8.1446,1926.2,5.4071,
3021,8.1412,1926.2,5.4072,
3022,8.1409,1926.2,5.4073,
3023,8.1375,1926.2,5.4074,
3024,8.1373,1926.2,5.4075,
3025,8.1339,1926.2,5.4075,
3026,8.1337,1926.2,5.4076,
3027,8.1302,1926.2,5.4077,
3028,8.1301,1926.2,5.4078,
3029,8.1267,1926.2,5.4079,
3030,8.1265,1926.2,5.408,
3031,8.1232,1926.2,5.408,
3032,8.123,1926.2,5.4081,
3033,8.1197,1926.2,5.4082,
3034,8.1195,1926.2,5.4083,
3035,8.1162,1926.2,5.4084,
3036,8.116,1926.2,5.4085,
3037,8.1128,1926.2,5.4085,
3038,8.1127,1926.2,5.4086,
3039,8.1094,1926.2,5.4087,
3040,8.1093,1926.2,5.4088,
3041,8.1061,1926.2,5.4089,
3042,8.106,1926.2,5.409,
3043,8.1027,1926.2,5.409,
3044,8.1027,1926.2,5.4091,
3045,8.0995,1926.2,5.4092,
3046,8.0995,1926.2,5.4093,
3047,8.0962,1926.2,5.4094,
3048,8.0962,1926.2,5.4095,
3049,8.093,1926.2,5.4095,
3050,8.093,1926.2,5.4096,
3051,8.0899,1926.2,5.4097,
3052,8.0899,1926.2,5.4098,
3053,8.0867,1926.2,5.4099,
3054,8.0868,1926.2,5.41,
3055,8.0836,1926.2,5.41,
3056,8.0837,1926.2,5.4101,
3057,8.0806,1926.2,5.4102,
3058,8.0806,1926.2,5.4103,
3059,8.0775,1926.2,5.4104,
3060,8.0776,1926.2,5.4105,
3061,8.0746,1926.2,5.4105,
3062,8.0747,1926.2,5.4106,
3063,8.0716,1926.2,5.4107,
3064,8.0717,1926.2,5.4108,
3065,8.0687,1926.2,5.4109,
3066,8.0689,1926.2,5.411,
3067,8.0658,1926.2,5.411,
3068,8.066,1926.2,5.4111,
3069,8.063,1926.2,5.4112,
3070,8.0632,1926.2,5.4113,
3071,8.0602,1926.2,5.4114,
3072,8.0604,1926.2,5.4114,
3073,8.0574,1926.2,5.4115,
3074,8.0576,1926.2,5.4116,
3075,8.0547,1926.2,5.4117,
3076,8.0549,1926.2,5.4118,
3077,8.052,1926.2,5.4118,
3078,8.0522,1926.2,5.4119,
3079,8.0493,1926.2,5.412,
3080,8.0496,1926.2,5.4121,
3081,8.0467,1926.2,5.4122,
3082,8.0469,1926.2,5.4123,
3083,8.0441,1926.2,5.4123,
3084,8.0443,1926.2,5.4124,
3085,8.0415,1926.2,5.4125,
3086,8.0418,1926.2,5.4126,
3087,8.039,1926.2,5.4127,
3088,8.0393,1926.2,5.4128,
3089,8.0364,1926.2,5.4128,
3090,8.0368,1926.2,5.4129,
3091,8.034,1926.2,5.413,
3092,8.0343,1926.2,5.4131,
3093,8.0315,1926.2,5.4132,
3094,8.0319,1926.2,5.4132,
3095,8.0291,1926.2,5.4133,
3096,8.0295,1926.2,5.4134,
3097,8.0268,1926.2,5.4135,
3098,8.0271,1926.2,5.4136,
3099,8.0244,1926.2,5.4136,
3100,8.0248,1926.2,5.4137,
3101,8.0221,1926.2,5.4138,
3102,8.0225,1926.2,5.4139,
3103,8.0198,1926.2,5.414,
3104,8.0203,1926.2,5.4141,
3105,8.0176,1926.2,5.4141,
3106,8.0181,1926.2,5.4142,
3107,8.0154,1926.2,5.4143,
3108,8.0159,1926.2,5.4144,
3109,8.0132,1926.2,5.4145,
3110,8.0137,1926.2,5.4146,
3111,8.0111,1926.2,5.4146,
3112,8.0116,1926.2,5.4147,
3113,8.009,1926.2,5.4148,
3114,8.0095,1926.2,5.4149,
3115,8.0069,1926.2,5.415,
3116,8.0074,1926.2,5.415,
3117,8.0048,1926.2,5.4151,
3118,8.0054,1926.2,5.4152,
3119,8.0028,1926.2,5.4153,
3120,8.0034,1926.2,5.4154,
3121,8.0008,1926.2,5.4154,
3122,8.0014,1926.2,5.4155,
3123,7.9989,1926.2,5.4156,
3124,7.9995,1926.2,5.4157,
3125,7.997,1926.2,5.4158,
3126,7.9976,1926.2,5.4159,
3127,7.995,1926.2,5.4159,
3128,7.9957,1926.2,5.416,
3129,7.9932,1926.2,5.4161,
3130,7.9938,1926.2,5.4162,
3131,7.9914,1926.2,5.4163,
3132,7.992,1926.2,5.4163,
3133,7.9896,1926.2,5.4164,
3134,7.9902,1926.2,5.4165,
3135,7.9878,1926.2,5.4166,
3136,7.9885,1926.2,5.4167,
3137,7.986,1926.2,5.4167,
3138,7.9867,1926.2,5.4168,
3139,7.9843,1926.2,5.4169,
3140,7.9851,1926.2,5.417,
3141,7.9827,1926.2,5.4171,
3142,7.9834,1926.2,5.4172,
3143,7.981,1926.2,5.4172,
3144,7.9817,1926.2,5.4173,
3145,7.9794,1926.2,5.4174,
3146,7.9801,1926.2,5.4175,
3147,7.9778,1926.2,5.4176,
3148,7.9786,1926.2,5.4177,
3149,7.9762,1926.2,5.4177,
3150,7.977,1926.2,5.4178,
3151,7.9747,1926.2,5.4179,
3152,7.9755,1926.2,5.418,
3153,7.9732,1926.2,5.4181,
3154,7.974,1926.2,5.4181,
3155,7.9717,1926.2,5.4182,
3156,7.9726,1926.2,5.4183,
3157,7.9703,1926.2,5.4184,
3158,7.9712,1926.2,5.4185,
3159,7.9688,1926.2,5.4186,
3160,7.9697,1926.2,5.4186,
3161,7.9675,1926.2,5.4187,
3162,7.9684,1926.2,5.4188,
3163,7.9661,1926.2,5.4189,
3164,7.967,1926.2,5.419,
3165,7.9648,1926.2,5.419,
3166,7.9657,1926.2,5.4191,
3167,7.9635,1926.2,5.4192,
3168,7.9644,1926.2,5.4193,
3169,7.9622,1926.2,5.4194,
3170,7.9632,1926.2,5.4195,
3171,7.961,1926.2,5.4195,
3172,7.9619,1926.2,5.4196,
3173,7.9598,1926.2,5.4197,
3174,7.9607,1926.2,5.4198,
3175,7.9586,1926.2,5.4199,
3176,7.9595,1926.2,5.42,
3177,7.9574,1926.2,5.42,
3178,7.9584,1926.2,5.4201,
3179,7.9563,1926.2,5.4202,
3180,7.9573,1926.2,5.4203,
3181,7.9552,1926.2,5.4204,
3182,7.9562,1926.2,5.4205,
3183,7.9541,1926.2,5.4205,
3184,7.9551,1926.2,5.4206,
3185,7.9531,1926.2,5.4207,
3186,7.9541,1926.2,5.4208,
3187,7.952,1926.2,5.4209,
3188,7.9531,1926.2,5.421,
3189,7.9511,1926.2,5.421,
3190,7.9521,1926.2,5.4211,
3191,7.9501,1926.2,5.4212,
3192,7.9512,1926.2,5.4213,
3193,7.9492,1926.2,5.4214,
3194,7.9503,1926.2,5.4215,
3195,7.9482,1926.2,5.4215,
3196,7.9493,1926.2,5.4216,
3197,7.9474,1926.2,5.4217,
3198,7.9485,1926.2,5.4218,
3199,7.9465,1926.2,5.4219,
3200,7.9476,1926.2,5.422,
3201,7.9457,1926.2,5.422,
3202,7.9468,1926.2,5.4221,
3203,7.9449,1926.2,5.4222,
3204,7.9461,1926.2,5.4223,
3205,7.9441,1926.2,5.4224,
3206,7.9453,1926.2,5.4225,
3207,7.9433,1926.2,5.4226,
3208,7.9445,1926.2,5.4226,
3209,7.9426,1926.2,5.4227,
3210,7.9439,1926.2,5.4228,
3211,7.9419,1926.2,5.4229,
3212,7.9432,1926.2,5.423,
3213,7.9413,1926.2,5.4231,
3214,7.9427,1926.2,5.4232,
3215,7.9408,1926.2,5.4232,
3216,7.9422,1926.2,5.4233,
3217,7.9403,1926.2,5.4234,
3218,7.9417,1926.2,5.4235,
3219,7.9398,1926.2,5.4236,
3220,7.9412,1926.2,5.4237,
3221,7.9394,1926.2,5.4238,
3222,7.9408,1926.1,5.4238,
3223,7.939,1926.1,5.4239,
3224,7.9405,1926.1,5.424,
3225,7.9387,1926.1,5.4241,
3226,7.9401,1926.1,5.4242,
3227,7.9384,1926.1,5.4243,
3228,7.9399,1926.1,5.4244,
3229,7.9381,1926.1,5.4245,
3230,7.9396,1926.1,5.4245,
3231,7.9379,1926.1,5.4246,
3232,7.9394,1926.1,5.4247,
3233,7.9378,1926.1,5.4248,
3234,7.9393,1926.1,5.4249,
3235,7.9376,1926.1,5.425,
3236,7.9392,1926.1,5.4251,
3237,7.9375,1926.1,5.4252,
3238,7.9391,1926.1,5.4252,
3239,7.9374,1926.1,5.4253,
3240,7.939,1926.1,5.4254,
3241,7.9374,1926.1,5.4255,
3242,7.939,1926.1,5.4256,
3243,7.9374,1926.1,5.4257,
3244,7.939,1926.1,5.4258,
3245,7.9374,1926.1,5.4259,
3246,7.9391,1926.1,5.426,
3247,7.9375,1926.1,5.426,
3248,7.9391,1926.1,5.4261,
3249,7.9376,1926.1,5.4262,
3250,7.9393,1926.1,5.4263,
3251,7.9377,1926.1,5.4264,
3252,7.9394,1926.1,5.4265,
3253,7.9379,1926.1,5.4266,
3254,7.9396,1926.1,5.4267,
3255,7.9381,1926.1,5.4268,
3256,7.9398,1926.1,5.4268,
3257,7.9383,1926.1,5.4269,
3258,7.9401,1926.1,5.427,
3259,7.9386,1926.1,5.4271,
3260,7.9404,1926.1,5.4272,
3261,7.9389,1926.1,5.4273,
3262,7.9407,1926.1,5.4274,
3263,7.9392,1926.1,5.4275,
3264,7.941,1926.1,5.4276,
3265,7.9396,1926.1,5.4277,
3266,7.9414,1926.1,5.4278,
3267,7.94,1926.1,5.4278,
3268,7.9419,1926.1,5.4279,
3269,7.9404,1926.1,5.428,
3270,7.9423,1926.1,5.4281,
3271,7.9408,1926.1,5.4282,
3272,7.9428,1926.1,5.4283,
3273,7.9413,1926.1,5.4284,
3274,7.9432,1926.1,5.4285,
3275,7.9419,1926.1,5.4286,
3276,7.9438,1926.1,5.4287,
3277,7.9424,1926.1,5.4288,
3278,7.9444,1926.1,5.4289,
3279,7.943,1926.1,5.429,
3280,7.9449,1926.1,5.4291,
3281,7.9436,1926.1,5.4291,
3282,7.9456,1926.1,5.4292,
3283,7.9442,1926.1,5.4293,
3284,7.9462,1926.1,5.4294,
3285,7.9449,1926.1,5.4295,
3286,7.9469,1926.1,5.4296,
3287,7.9456,1926.1,5.4297,
3288,7.9476,1926.1,5.4298,
3289,7.9463,1926.1,5.4299,
3290,7.9484,1926.1,5.43,
3291,7.9471,1926.1,5.4301,
3292,7.9492,1926.1,5.4302,
3293,7.9479,1926.1,5.4303,
3294,7.95,1926.1,5.4304,
3295,7.9487,1926.1,5.4305,
3296,7.9508,1926.1,5.4306,
3297,7.9495,1926.1,5.4307,
3298,7.9517,1926.1,5.4308,
3299,7.9504,1926.1,5.4309,
3300,7.9525,1926.1,5.431,
3301,7.9513,1926.1,5.4311,
3302,7.9535,1926.1,5.4312,
3303,7.9522,1926.1,5.4313,
3304,7.9544,1926.1,5.4314,
3305,7.9532,1926.1,5.4315,
3306,7.9553,1926.1,5.4316,
3307,7.9541,1926.1,5.4317,
3308,7.9563,1926.1,5.4318,
3309,7.9551,1926.1,5.4319,
3310,7.9574,1926.1,5.432,
3311,7.9562,1926.1,5.4321,
3312,7.9584,1926.1,5.4322,
3313,7.9572,1926.1,5.4323,
3314,7.9595,1926.1,5.4324,
3315,7.9583,1926.1,5.4325,
3316,7.9606,1926.1,5.4326,
3317,7.9595,1926.1,5.4327,
3318,7.9618,1926.1,5.4328,
3319,7.9606,1926.1,5.4329,
3320,7.963,1926.1,5.433,
3321,7.9618,1926.1,5.4331,
3322,7.9642,1926.1,5.4332,
3323,7.963,1926.1,5.4333,
3324,7.9654,1926.1,5.4334,
3325,7.9643,1926.1,5.4335,
3326,7.9666,1926.1,5.4336,
3327,7.9656,1926.1,5.4337,
3328,7.9679,1926.1,5.4338,
3329,7.9669,1926.1,5.4339,
3330,7.9693,1926.1,5.434,
3331,7.9682,1926.1,5.4341,
3332,7.9706,1926.1,5.4342,
3333,7.9695,1926.1,5.4343,
3334,7.972,1926.1,5.4344,
3335,7.9709,1926.1,5.4345,
3336,7.9734,1926.1,5.4346,
3337,7.9724,1926.1,5.4347,
3338,7.9748,1926.1,5.4348,
3339,7.9738,1926.1,5.4349,
3340,7.9762,1926.1,5.4351,
3341,7.9752,1926.1,5.4352,
3342,7.9777,1926.1,5.4353,
3343,7.9767,1926.1,5.4354,
3344,7.9792,1926.1,5.4355,
3345,7.9782,1926.1,5.4356,
3346,7.9807,1926.1,5.4357,
3347,7.9798,1926.1,5.4358,
3348,7.9823,1926.1,5.4359,
3349,7.9813,1926.1,5.436,
3350,7.9839,1926.1,5.4361,
3351,7.9829,1926.1,5.4362,
3352,7.9854,1926.1,5.4364,
3353,7.9845,1926.1,5.4365,
3354,7.9871,1926.1,5.4366,
3355,7.9861,1926.1,5.4367,
3356,7.9887,1926.1,5.4368,
3357,7.9878,1926.1,5.4369,
3358,7.9904,1926.1,5.437,
3359,7.9895,1926.1,5.4371,
3360,7.9921,1926.1,5.4373,
3361,7.9912,1926.1,5.4374,
3362,7.9938,1926.1,5.4375,
3363,7.9929,1926.1,5.4376,
3364,7.9955,1926.1,5.4377,
3365,7.9947,1926.1,5.4378,
3366,7.9973,1926.1,5.4379,
3367,7.9965,1926.1,5.438,
3368,7.9991,1926.1,5.4382,
3369,7.9983,1926.1,5.4383,
3370,8.0009,1926.1,5.4384,
3371,8.0001,1926.1,5.4385,
3372,8.0028,1926.1,5.4386,
3373,8.002,1926.1,5.4387,
3374,8.0047,1926.1,5.4389,
3375,8.0039,1926.1,5.439,
3376,8.0065,1926.1,5.4391,
3377,8.0058,1926.1,5.4392,
3378,8.0085,1926.1,5.4393,
3379,8.0077,1926.1,5.4394,
3380,8.0104,1926.1,5.4396,
3381,8.0097,1926.1,5.4397,
3382,8.0124,1926.1,5.4398,
3383,8.0116,1926.1,5.4399,
3384,8.0144,1926.1,5.44,
3385,8.0136,1926.1,5.4402,
3386,8.0164,1926.1,5.4403,
3387,8.0157,1926.1,5.4404,
3388,8.0185,1926.1,5.4405,
3389,8.0177,1926.1,5.4406,
3390,8.0205,1926.1,5.4408,
3391,8.0198,1926.1,5.4409,
3392,8.0226,1926.1,5.441,
3393,8.0219,1926.1,5.4411,
3394,8.0248,1926.1,5.4413,
3395,8.024,1926.1,5.4414,
3396,8.0269,1926.1,5.4415,
3397,8.0262,1926.1,5.4416,
3398,8.0291,1926.1,5.4418,
3399,8.0284,1926.1,5.4419,
3400,8.0312,1926.1,5.442,
3401,8.0305,1926.1,5.4421,
3402,8.0335,1926.1,5.4423,
3403,8.0328,1926.1,5.4424,
3404,8.0357,1926.1,5.4425,
3405,8.0351,1926.1,5.4426,
3406,8.0379,1926.1,5.4428,
3407,8.0373,1926.1,5.4429,
3408,8.0402,1926.1,5.443,
3409,8.0396,1926.1,5.4432,
3410,8.0426,1926.1,5.4433,
3411,8.042,1926.1,5.4434,
3412,8.0449,1926.1,5.4436,
3413,8.0443,1926.1,5.4437,
3414,8.0472,1926.1,5.4438,
3415,8.0466,1926.1,5.4439,
3416,8.0497,1926.1,5.4441,
3417,8.0491,1926.1,5.4442,
3418,8.0521,1926.1,5.4443,
3419,8.0515,1926.1,5.4445,
3420,8.0545,1926.1,5.4446,
3421,8.0539,1926.1,5.4447,
3422,8.0569,1926.1,5.4449,
3423,8.0563,1926.1,5.445,
3424,8.0594,1926.1,5.4451,
3425,8.0589,1926.1,5.4453,
3426,8.0619,1926.1,5.4454,
3427,8.0614,1926.1,5.4456,
3428,8.0644,1926.1,5.4457,
3429,8.0639,1926.1,5.4458,
3430,8.067,1926.1,5.446,
3431,8.0665,1926.1,5.4461,
3432,8.0696,1926.1,5.4462,
3433,8.069,1926.1,5.4464,
3434,8.0721,1926.1,5.4465,
3435,8.0716,1926.1,5.4467,
3436,8.0747,1926.1,5.4468,
3437,8.0743,1926.1,5.4469,
3438,8.0774,1926.1,5.4471,
3439,8.0769,1926.1,5.4472,
3440,8.0801,1926.1,5.4474,
3441,8.0796,1926.1,5.4475,
3442,8.0827,1926.1,5.4477,
3443,8.0823,1926.1,5.4478,
3444,8.0854,1926.1,5.4479,
3445,8.085,1926.1,5.4481,
3446,8.0882,1926.1,5.4482,
3447,8.0878,1926.1,5.4484,
3448,8.0909,1926.1,5.4485,
3449,8.0905,1926.1,5.4487,
3450,8.0937,1926.1,5.4488,
3451,8.0933,1926.1,5.449,
3452,8.0965,1926.1,5.4491,
3453,8.0961,1926.1,5.4493,
3454,8.0994,1926.1,5.4494,
3455,8.0989,1926.1,5.4495,
3456,8.1022,1926.1,5.4497,
3457,8.1018,1926.1,5.4498,
3458,8.1051,1926.1,5.45,
3459,8.1047,1926.1,5.4501,
3460,8.108,1926.1,5.4503,
3461,8.1075,1926.1,5.4504,
3462,8.1109,1926.1,5.4506,
3463,8.1105,1926.1,5.4508,
3464,8.1138,1926.1,5.4509,
3465,8.1134,1926.1,5.4511,
3466,8.1168,1926.1,5.4512,
3467,8.1164,1926.1,5.4514,
3468,8.1197,1926.1,5.4515,
3469,8.1194,1926.1,5.4517,
3470,8.1227,1926.1,5.4518,
3471,8.1224,1926.1,5.452,
3472,8.1258,1926.1,5.4521,
3473,8.1254,1926.1,5.4523,
3474,8.1288,1926.1,5.4525,
3475,8.1285,1926.1,5.4526,
3476,8.1319,1926.1,5.4528,
3477,8.1316,1926.1,5.4529,
3478,8.135,1926.1,5.4531,
3479,8.1347,1926.1,5.4533,
3480,8.1381,1926.1,5.4534,
3481,8.1378,1926.1,5.4536,
3482,8.1412,1926.1,5.4537,
3483,8.141,1926.1,5.4539,
3484,8.1444,1926.1,5.4541,
3485,8.1441,1926.1,5.4542,
3486,8.1476,1926.1,5.4544,
3487,8.1474,1926.1,5.4546,
3488,8.1508,1926.1,5.4547,
3489,8.1506,1926.1,5.4549,
3490,8.154,1926.1,5.455,
3491,8.1538,1926.1,5.4552,
3492,8.1573,1926.1,5.4554,
3493,8.157,1926.1,5.4555,
3494,8.1606,1926.1,5.4557,
3495,8.1603,1926.1,5.4559,
3496,8.1638,1926.1,5.4561,
3497,8.1636,1926.1,5.4562,
3498,8.1672,1926.1,5.4564,
3499,8.167,1926.1,5.4566,
3500,8.1705,1926.1,5.4567,
3501,8.1703,1926.1,5.4569,
3502,8.1739,1926.1,5.4571,
3503,8.1737,1926.1,5.4572,
3504,8.1773,1926.1,5.4574,
3505,8.1771,1926.1,5.4576,
3506,8.1807,1926.1,5.4578,
3507,8.1805,1926.1,5.4579,
3508,8.1841,1926.1,5.4581,
3509,8.1839,1926.1,5.4583,
3510,8.1875,1926.1,5.4585,
3511,8.1874,1926.1,5.4586,
3512,8.191,1926.1,5.4588,
3513,8.1908,1926.1,5.459,
3514,8.1945,1926.1,5.4592,
3515,8.1944,1926.1,5.4593,
3516,8.198,1926.1,5.4595,
3517,8.1979,1926.1,5.4597,
3518,8.2015,1926.1,5.4599,
3519,8.2014,1926.1,5.46,
3520,8.2051,1926.1,5.4602,
3521,8.205,1926.1,5.4604,
3522,8.2087,1926.1,5.4606,
3523,8.2086,1926.1,5.4608,
3524,8.2123,1926.1,5.4609,
3525,8.2122,1926.1,5.4611,
3526,8.2159,1926.1,5.4613,
3527,8.2158,1926.1,5.4615,
3528,8.2196,1926.1,5.4617,
3529,8.2195,1926.1,5.4619,
3530,8.2232,1926.1,5.462,
3531,8.2231,1926.1,5.4622,
3532,8.2269,1926.1,5.4624,
3533,8.2269,1926.1,5.4626,
3534,8.2306,1926.1,5.4628,
3535,8.2306,1926.1,5.463,
3536,8.2344,1926.1,5.4632,
3537,8.2344,1926.1,5.4633,
3538,8.2381,1926.1,5.4635,
3539,8.2381,1926.1,5.4637,
3540,8.2419,1926.1,5.4639,
3541,8.2419,1926.1,5.4641,
3542,8.2457,1926.1,5.4643,
3543,8.2457,1926.1,5.4645,
3544,8.2495,1926.1,5.4647,
3545,8.2495,1926.1,5.4649,
3546,8.2534,1926.1,5.465,
3547,8.2533,1926.1,5.4652,
3548,8.2572,1926.1,5.4654,
3549,8.2572,1926.1,5.4656,
3550,8.2611,1926.1,5.4658,
3551,8.2611,1926.1,5.466,
3552,8.265,1926.1,5.4662,
3553,8.265,1926.1,5.4664,
3554,8.2689,1926.1,5.4666,
3555,8.269,1926.1,5.4668,
3556,8.2729,1926.1,5.467,
3557,8.2729,1926.1,5.4672,
3558,8.2769,1926.1,5.4674,
3559,8.2769,1926.1,5.4676,
3560,8.2809,1926.1,5.4678,
3561,8.2809,1926.1,5.468,
3562,8.2849,1926.1,5.4682,
3563,8.2849,1926.1,5.4683,
3564,8.289,1926.1,5.4685,
3565,8.289,1926.1,5.4687,
3566,8.293,1926.1,5.4689,
3567,8.293,1926.1,5.4691,
3568,8.2971,1926.1,5.4693,
3569,8.2972,1926.1,5.4695,
3570,8.3012,1926.1,5.4697,
3571,8.3013,1926.1,5.4699,
3572,8.3053,1926.1,5.4701,
3573,8.3054,1926.1,5.4703,
3574,8.3095,1926.1,5.4705,
3575,8.3096,1926.1,5.4707,
3576,8.3136,1926.1,5.4709,
3577,8.3137,1926.1,5.4711,
3578,8.3178,1926.1,5.4713,
3579,8.318,1926.1,5.4716,
3580,8.322,1926.1,5.4718,
3581,8.3222,1926.1,5.472,
3582,8.3263,1926.1,5.4722,
3583,8.3264,1926.1,5.4724,
3584,8.3305,1926.1,5.4726,
3585,8.3307,1926.1,5.4728,
3586,8.3348,1926.1,5.473,
3587,8.335,1926.1,5.4732,
3588,8.3391,1926.1,5.4734,
3589,8.3393,1926.1,5.4736,
3590,8.3434,1926.1,5.4738,
3591,8.3436,1926.1,5.474,
3592,8.3478,1926.1,5.4742,
3593,8.348,1926.1,5.4744,
3594,8.3522,1926.1,5.4746,
3595,8.3523,1926.1,5.4748,
3596,8.3566,1926.1,5.475,
3597,8.3567,1926.1,5.4752,
3598,8.361,1926.1,5.4754,
3599,8.3612,1926.1,5.4757,
3600,8.3654,1926.1,5.4759,
3601,8.3656,1926.1,5.4761,
3602,8.3699,1926.1,5.4763,
3603,8.3701,1926.1,5.4765,
3604,8.3744,1926.1,5.4767,
3605,8.3746,1926.1,5.4769,
3606,8.3788,1926.1,5.4771,
3607,8.3791,1926.1,5.4773,
3608,8.3833,1926.1,5.4775,
3609,8.3836,1926.1,5.4777,
3610,8.3879,1926.1,5.4779,
3611,8.3882,1926.1,5.4782,
3612,8.3925,1926.1,5.4784,
3613,8.3927,1926.1,5.4786,
3614,8.397,1926.1,5.4788,
3615,8.3974,1926.1,5.479,
3616,8.4016,1926.1,5.4792,
3617,8.4019,1926.1,5.4794,
3618,8.4063,1926.1,5.4796,
3619,8.4066,1926.1,5.4798,
3620,8.411,1926.1,5.48,
3621,8.4113,1926.1,5.4803,
3622,8.4156,1926.1,5.4805,
3623,8.4159,1926.1,5.4807,
3624,8.4203,1926.1,5.4809,
3625,8.4206,1926.1,5.4811,
3626,8.4251,1926.1,5.4813,
3627,8.4254,1926.1,5.4815,
3628,8.4298,1926.1,5.4817,
3629,8.4301,1926.1,5.4819,
3630,8.4346,1926.1,5.4821,
3631,8.4349,1926.1,5.4824,
3632,8.4393,1926.1,5.4826,
3633,8.4397,1926.1,5.4828,
3634,8.4441,1926.1,5.483,
3635,8.4445,1926.1,5.4832,
3636,8.449,1926.1,5.4834,
3637,8.4494,1926.1,5.4836,
3638,8.4539,1926.1,5.4838,
3639,8.4542,1926.1,5.484,
3640,8.4587,1926.1,5.4842,
3641,8.4591,1926.1,5.4845,
3642,8.4636,1926.1,5.4847,
3643,8.464,1926.1,5.4849,
3644,8.4685,1926.1,5.4851,
3645,8.469,1926.1,5.4853,
3646,8.4735,1926.1,5.4855,
3647,8.4739,1926.1,5.4857,
3648,8.4785,1926.1,5.4859,
3649,8.4789,1926.1,5.4861,
3650,8.4835,1926.1,5.4863,
3651,8.4839,1926.1,5.4865,
3652,8.4885,1926.1,5.4868,
3653,8.4889,1926.1,5.487,
3654,8.4935,1926.1,5.4872,
3655,8.4939,1926.1,5.4874,
3656,8.4985,1926.1,5.4876,
3657,8.499,1926.1,5.4878,
3658,8.5036,1926.1,5.488,
3659,8.5041,1926.1,5.4882,
3660,8.5087,1926.1,5.4884,
3661,8.5092,1926.1,5.4886,
3662,8.5138,1926.1,5.4888,
3663,8.5143,1926.1,5.489,
3664,8.519,1926.1,5.4892,
3665,8.5195,1926.1,5.4894,
3666,8.5241,1926.1,5.4897,
3667,8.5246,1926.1,5.4899,
